Nama Kost,Tipe,Harga,Harga_Int,Lokasi,Lokasi Clean,Deskripsi,Spesifikasi Kamar,Fasilitas Kamar,Fasilitas Kamar Mandi,Fasilitas Umum,Fasilitas Parkir,Fasilitas Lain,Link,lat,lon
Kost Tatnjung Tipe C Bandung Wetan Bandung,Campur,Rp1.700.000,1700000,Bandung Wetan,Bandung Wetan,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Cintaasih (695 m), Alfamart A Yani 419 (895 m), Masjid Al Jihad (378 m), Bank BJB Weekend Banking (848 m), Universitas Padjadjaran Kampus Dipatiukur (2.8 km), RS Ibu dan Anak Limijati (2.2 km).","4 x 4 meter, Termasuk listrik","AC, Kasur, Meja, Meja Rias, Lemari / Storage, Kursi","Kloset Duduk, K. Mandi Luar, Wastafel, Shower, Air panas","WiFi, Kulkas, R. Jemur, R. Makan, R. Santai, Dispenser, Dapur, TV","Parkir Mobil, Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-tatnjung-tipe-c-bandung-wetan-bandung?redirection_source=landing%20area,-6.9066310000298134,107.6174311974926
Kost Otto Residence Tipe F Astanaanyar Bandung,Campur,Rp1.700.000,1700000,Astanaanyar,Astanaanyar,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Jaya Bahari (211 m), Circle K (534 m), Masjid Raya Bandung (446 m), Bank BJB - Cabang Utama Bandung (905 m), Institut Seni Budaya Indonesia Bandung (3.4 km), Bandung Electronic Center (2.0 km).","3 x 4 meter, Tidak termasuk listrik","Kasur, Meja, Meja Rias, Lemari / Storage, Wastafel, Kursi","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","R. Jemur, Dapur",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-otto-residence-tipe-f-astanaanyar-bandung?redirection_source=landing%20area,-6.9387204399140305,107.60398398636084
Kost Samz Cibeunying Kidul Bandung,Putri,Rp700.000,700000,Cibeunying Kidul,Cibeunying Kidul,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Alfamart A Yani 419 (198 m), Church In Bandung (2.5 km), Universitas Padjadjaran Kampus Dipatiukur (2.9 km), RS Ibu dan Anak Al Islam (76 m), Bandung Electronic Center (3.3 km).","2.5 x 2.5 meter, Termasuk listrik","Kasur, Dispenser, Meja, Lemari / Storage, Kursi, Kipas Angin","Kloset Jongkok, K. Mandi Luar, Wastafel, Ember mandi, Shower","WiFi, R. Tamu, R. Jemur, Dapur","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-samz-cibeunying-kidul-bandung?redirection_source=landing%20area,-6.8992338921379055,107.64922307668586
Kost Bu Lia Cicendo Bandung,Campur,Rp850.000,850000,Cicendo,Cicendo,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Swike Waled Rumah Makan (680 m), Circle K (2.7 km), Masjid Jami Mathla'ul Khoeriyah (689 m), Bank BJB - Kantor Cabang Tamansari (804 m), Universitas Islam Bandung (766 m), RS Umum Hermina Pasteur (2.0 km).","3 x 4 meter, Tidak termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Guling, Bantal","K. Mandi Dalam, Kloset Jongkok, Ember mandi","Dapur, Jemuran",,,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-bu-lia-cicendo-bandung-2?redirection_source=landing%20area,-6.902609185364694,107.58619329000724
Kost Muararajeun Lama 1 Tipe B Cibeunying Kaler Bandung,Campur,Rp925.000,925000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Boemi Mitoha (584 m), Alfamart A Yani 419 (1.3 km), Masjid Pusdai (553 m), Universitas Padjadjaran Kampus Dipatiukur (1.8 km), Sinar Abadi Balubur Town Square (2.3 km).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Bantal","K. Mandi Dalam, Kloset Jongkok, Ember mandi","WiFi, R. Cuci, Penjaga Kos, R. Jemur, Jemuran, Pengurus Kos, CCTV","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-muararajeun-lama-1-tipe-b-cibeunying-kaler-bandung?redirection_source=landing%20area,-6.887082825175509,107.63078021396015
Kost Geeta Vvip Singgle Regol Bandung,Campur,Rp1.600.000,1600000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (976 m), Indomaret YPAC (3.2 km), Church of Isa Almasih (570 m), Bank BJB - Cabang Utama Bandung (997 m), Universitas Islam Bandung (2.8 km), RS Umum Bungsu (1.3 km).","4 x 5 meter, Tidak termasuk listrik","Kasur, Bantal","Kloset Duduk, Shower","WiFi, R. Cuci, Penjaga Kos, R. Jemur, R. Santai, Dapur, Jemuran, Pengurus Kos, CCTV, Rooftop","Parkir Mobil, Parkir Motor",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-geeta-vvip-singgle-regol-bandung-2?redirection_source=landing%20area,-6.938337791294866,107.61470876496087
Kost Rahma Homes TSM Gatot Subroto Batununggal Bandung,Putri,Rp700.000,700000,Kecamatan Batununggal,Batununggal,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (2.0 km), Alfamart A Yani 419 (1.7 km), Church In Bandung (1.6 km), CIMB Niaga (Buah Batu) (1.8 km), Institut Teknologi Nasional Bandung (3.1 km), RS Umum Pindad (2.1 km).","3 x 3 meter, Termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Guling, Bantal","K. Mandi Dalam, Kloset Jongkok, K. Mandi Luar, Ember mandi","R. Cuci, R. Jemur, R. Santai, Dispenser, Jemuran, Pengurus Kos, Balcon, Taman, TV",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-rahma-homes-tsm-gatot-subroto-batununggal-bandung-1?redirection_source=landing%20area,-6.93004079804177,107.63882882185197
Kost Mahameru Co Living Deluxe Cibeunying Kidul Bandung,Campur,Rp1.350.000,1350000,Kecamatan Cibeunying Kidul,Cibeunying Kidul,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (2.8 km), Alfamart (2.4 km), Masjid Al Jihad (592 m), Bank BJB - Cabang Utama Bandung (2.8 km), Institut Teknologi Nasional Bandung (1.6 km), RS Ibu dan Anak Al Islam (642 m).","3 x 3 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Guling, Bantal, Kursi, Kipas Angin","Kloset Duduk, Kloset Jongkok, K. Mandi Luar, Wastafel, Shower, Air panas","WiFi, R. Cuci, Kulkas, Penjaga Kos, R. Jemur, R. Santai, Dispenser, Dapur, Jemuran, Pengurus Kos","Parkir Mobil, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-mahameru-co-living-deluxe-cibeunying-kidul-bandung?redirection_source=landing%20area,-6.899426628208809,107.65096739548896
Kost Hayati Tipe A Lengkong Bandung,Putri,Rp1.100.000,1100000,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Rumah Makan Ibu Haji Cijantung (277 m), Alfamart A Yani 419 (3.2 km), Masjid Jami Nurul Falah (420 m), CIMB Niaga (Buah Batu) (719 m), Akademi Sekretari Dan Manajemen BSI Bandung (283 m), RS Umum Muhammadiyah (429 m).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Cermin, Bantal","K. Mandi Dalam, Kloset Duduk, Ember mandi","WiFi, Kulkas, Penjaga Kos, R. Jemur, R. Makan, Dispenser, Dapur, Jemuran, Rice Cooker, Pengurus Kos","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-hayati-tipe-a-lengkong-bandung-2?redirection_source=landing%20area,-6.935849709677335,107.62729795350305
Kost Srigadis 25 Tipe Paviliun Regol Bandung,Campur,Rp2.100.000,2100000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (783 m), Circle K (782 m), Church of Isa Almasih (822 m), Institut Seni Budaya Indonesia Bandung (1.9 km), RSU Bhayangkara Tk II Sartika Asih (2.3 km), Bandung Electronic Center (3.1 km).","6 x 10 meter, Tidak termasuk listrik",Dapur Pribadi,"K. Mandi Dalam, Kloset Duduk, Ember mandi, Shower","R. Tamu, R. Jemur, R. Makan, R. Santai, Dapur, Jemuran, R. Keluarga","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-srigadis-25-tipe-paviliun-regol-bandung?redirection_source=landing%20area,-6.93945266003818,107.61394096086751
Kost Hilman Ardiansyah Bandung Wetan Bandung,Putri,Rp650.000,650000,Bandung Wetan,Bandung Wetan,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Mirasa (239 m), Circle K (3.2 km), Masjid Al Asy'ari Unisba (138 m), Bank BJB - Kantor Cabang Tamansari (179 m), Universitas Islam Bandung (174 m), RS Umum Tk IV 03.07.03Sariningsih (455 m).","3 x 3 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage","Kloset Duduk, Kloset Jongkok, Ember mandi","WiFi, R. Jemur, Jemuran, K. Mandi Luar",,,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-hilman-ardiansyah-bandung-wetan-bandung?redirection_source=landing%20area,-6.9043737163782675,107.61584022422967
Kost 17 Tipe A Lengkong Bandung,Putri,Rp600.000,600000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (114 m), Alfamart (2.6 km), Church of Isa Almasih (342 m), Bank BJB - Cabang Utama Bandung (1.3 km), Universitas Islam Bandung (3.1 km), RS Mata Bandung Eye Center (1.3 km).","2.5 x 2.5 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Cermin","Kloset Jongkok, K. Mandi Luar, Ember mandi","WiFi, R. Jemur, Dapur, Jemuran, Pengurus Kos, Rooftop, K. Mandi Luar",,,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-17-tipe-a-lengkong-bandung?redirection_source=landing%20area,-6.934140122788016,107.62711087110452
Kost P House Tipe Premium Andir Bandung,Campur,Rp1.250.000,1250000,Andir,Andir,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (1.6 km), Alfamart (2.0 km), Masjid Al Asy'ari Unisba (1.4 km), Bank BJB - Cabang Utama Bandung (835 m), Universitas Islam Bandung (1.4 km), RS Umum Bungsu (1.1 km).","3 x 4 meter, Termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Wastafel","K. Mandi Dalam, Kloset Duduk, Shower","WiFi, Laundry, Dapur, Jemuran, CCTV",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-p-house-tipe-premium-andir-bandung-2?redirection_source=landing%20area,-6.905779290939454,107.57041062281989
Kost Sitimunigar Reguler Ac Astanaanyar Bandung,Campur,Rp1.500.000,1500000,Kecamatan Astanaanyar,Astanaanyar,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (1.5 km), Alfamart (2.8 km), Church of Isa Almasih (1.1 km), Bank BJB - Cabang Utama Bandung (1.3 km), Universitas Islam Bandung (2.9 km), RS Umum Bungsu (1.6 km).","3 x 3 meter, Tidak termasuk listrik","AC, Kasur, Meja, Lemari / Storage, Jendela, Kursi","K. Mandi Dalam, Kloset Duduk, Ember mandi, Shower","WiFi, Kulkas, Laundry, Penjaga Kos, R. Jemur, R. Makan, R. Santai, Dapur, Pengurus Kos, CCTV","Parkir Motor, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-sitimunigar-reguler-ac-astanaanyar-bandung-2?redirection_source=landing%20area,-6.937023919379822,107.60106883390344
Kost Ciguriang 25 Exclusive Regol Bandung,Campur,Rp2.500.000,2500000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.4 km), Alfamart (3.0 km), Church of Isa Almasih (1.0 km), Bank BJB - Cabang Utama Bandung (817 m), Universitas Islam Bandung (2.4 km), RS Umum Bungsu (1.2 km).","3 x 4 meter, Tidak termasuk listrik","AC, Kasur, Lemari / Storage, Ventilasi, Jendela, Guling, Cermin, Bantal, Wastafel, Kursi","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","WiFi, R. Cuci, Kulkas, Mesin Cuci, Laundry, Penjaga Kos, R. Jemur, R. Santai, Dispenser, Dapur","Parkir Mobil, Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-ciguriang-25-exclusive-regol-bandung?redirection_source=landing%20area,-6.9381427529606166,107.61188941205539
Kost Gatsu Bapak Agus Tipe A Gatot Subroto Batununggal Bandung,Putri,Rp1.100.000,1100000,Batununggal,Batununggal,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Cintaasih (646 m), Alfamart A Yani 419 (2.0 km), Church In Bandung (739 m), Universitas Padjadjaran Kampus Dipatiukur (3.5 km), Bandung Electronic Center (2.6 km).","3 x 4 meter, Tidak termasuk listrik","Kasur, Meja, Meja Rias, Lemari / Storage, Cermin, Bantal, Kipas Angin","K. Mandi Dalam, Kloset Jongkok, Ember mandi, Shower","WiFi, Kulkas, R. Tamu, R. Jemur, R. Makan, Dapur","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-gatsu-bpk-agus-gatot-subroto-batununggal-bandung?redirection_source=landing%20area,-6.9281042082043705,107.6402287424594
Kost Rania Modern Tipe A1 Regol Bandung,Putri,Rp950.000,950000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (876 m), Alfamart (3.2 km), Church of Isa Almasih (449 m), Bank BJB - Cabang Utama Bandung (723 m), Universitas Islam Bandung (2.5 km), RS Umum Bungsu (984 m).","3 x 3 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Guling, Cermin, Bantal, Kursi, Kipas Angin","K. Mandi Dalam, Kloset Duduk, Shower","WiFi, R. Jemur, Dispenser, Dapur, Jemuran, Pengurus Kos, K. Mandi Luar","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-rania-modern-tipe-a1-regol-bandung-2?redirection_source=landing%20area,-6.94096199419017,107.61407362627843
Kost Jl Macan 9 Lengkong Bandung,Campur,Rp1.400.000,1400000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Cikawao (649 m), Alfamart A Yani 419 (3.1 km), Church of Isa Almasih (698 m), Citibank Indonesia (939 m), Universitas Islam Bandung (3.2 km), RS Ibu dan Anak Kota Bandung (2.0 km).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Guling, Cermin, Bantal, Kipas Angin, Cleaning service","Kloset Duduk, K. Mandi Luar, Shower","WiFi, R. Cuci, Kulkas, Mesin Cuci, Laundry, R. Tamu, Penjaga Kos, R. Jemur, R. Makan, R. Santai","Parkir Mobil, Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-jl-macan-9-lengkong-bandung?redirection_source=landing%20area,-6.932589634471925,107.62654102943159
Kost Faiz Tipe D Sumur Bandung Bandung,Putra,Rp800.000,800000,Kecamatan Sumur Bandung,Sumur Bandung,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Rumah Makan Mirasa (616 m), Circle K (3.2 km), Masjid Al Asy'ari Unisba (570 m), Bank Permata (418 m), Universitas Islam Bandung (605 m), RS Khusus Mata Cicendo (303 m).","2.5 x 5 meter, Termasuk listrik","Kasur, Lemari / Storage","Kloset Duduk, K. Mandi Luar, Wastafel, Ember mandi, Shower, Air panas","WiFi, R. Jemur, Jemuran, K. Mandi Luar","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putra-murah-kost-faiz-tipe-d-sumur-bandung-bandung-2?redirection_source=landing%20area,-6.914073727153502,107.61838827763881
Kost Sukamulus Cibeunying Kidul Bandung,Campur,Rp450.000,450000,Cibeunying Kidul,Cibeunying Kidul,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (3.1 km), Alfamart A Yani 419 (284 m), Masjid Pusdai (1.6 km), Bank Mandiri Bandung Priority Banking Soerapatti (2.6 km), Institut Teknologi Nasional Bandung (1.2 km), RS Umum Santo Yusup (583 m).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Ventilasi, Jendela, Cermin, Bantal, Cleaning service","Kloset Jongkok, K. Mandi Luar, Ember mandi, Shower, Bak mandi","WiFi, R. Cuci, Penjaga Kos, R. Jemur, Dispenser, Dapur, Jemuran, Pengurus Kos, CCTV, Gazebo","Parkir Mobil, Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-sukamulus-cibeunying-kidul-bandung?redirection_source=landing%20area,-6.898094800357495,107.65031904605165
Kost Srigadis 25 Tipe Standard Regol Bandung,Campur,Rp1.100.000,1100000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (788 m), Circle K (788 m), Church of Isa Almasih (836 m), Institut Seni Budaya Indonesia Bandung (1.9 km), RSU Bhayangkara Tk II Sartika Asih (2.3 km), Bandung Electronic Center (3.1 km).","6 x 4 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Guling, Cermin, Bantal","K. Mandi Dalam, Kloset Jongkok, Ember mandi","WiFi, R. Jemur, R. Makan, R. Santai, Dapur, Jemuran","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-srigadis-25-tipe-standard-regol-bandung?redirection_source=landing%20area,-6.937875413332341,107.61374655953392
Kost Ibu Nola Kebon Manggu Regol Bandung,Campur,Rp650.000,650000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.5 km), Alfamart (3.0 km), Church of Isa Almasih (1.1 km), Bank BJB - Cabang Utama Bandung (906 m), Universitas Islam Bandung (2.4 km), RS Umum Bungsu (1.3 km).","3 x 4 meter, Termasuk listrik","Kasur, Lemari / Storage, Bantal","Kloset Jongkok, K. Mandi Luar","R. Jemur, Dapur, Jemuran, K. Mandi Luar","Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-ibu-nola-kebon-manggu-regol-bandung?redirection_source=landing%20area,-6.9381940875757255,107.615250814871
Kost Menimurah Tipe Standart Cibeunying Kaler Bandung,Putri,Rp500.000,500000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Cintaasih (2.3 km), Alfamart Bojong Koneng (1.3 km), Christian Church Pasundan Awiligar (2.1 km), Bank BJB Weekend Banking (1.4 km), Institut Teknologi Nasional Bandung (408 m), RS Ibu dan Anak Al Islam (1.3 km).","2 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Kursi","Kloset Jongkok, K. Mandi Luar, Ember mandi, Bak mandi","WiFi, R. Cuci, R. Tamu, R. Jemur, R. Makan, Dapur, Jemuran, Pengurus Kos, Balcon, R. Keluarga",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-menimurah-tipe-standart-cibeunying-kaler-bandung?redirection_source=landing%20area,-6.887436593377076,107.6270035985589
Kost Jl.Pajajaran Bandung Wetan,Campur,Rp800.000,800000,Bandung Wetan,Bandung Wetan,"Kost ini berlokasi dekat dengan jalan raya dengan akses jalan raya, berlokasi dekat dengan Rumah Makan Kapau Jaya (565 m), Circle K (3.1 km), Masjid Al Asy'ari Unisba (380 m), Bank BJB - Kantor Cabang Tamansari (428 m), Universitas Islam Bandung (413 m), RS Ibu dan Anak Limijati (799 m).","4 x 4 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Kursi","Kloset Jongkok, K. Mandi Luar, Bak mandi","Mesin Cuci, R. Jemur, Jemuran, Jual Makanan",Parkir Motor,,https://mamikos.com/room/kost-bandung-kost-campur-murah-kost-jlpajajaran-16-bandung-wetan?redirection_source=landing%20area,-6.9031446519662625,107.61857616796844
Kost Muararajeun Lama 1 Tipe C Cibeunying Kaler Bandung,Campur,Rp750.000,750000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (2.2 km), Alfamart A Yani 419 (1.3 km), Masjid Al Kautsar (2.0 km), Bank Mandiri Bandung Priority Banking Soerapatti (1.5 km), Universitas Padjadjaran Kampus Dipatiukur (1.8 km), RS Umum Santo Borromeus (2.1 km).","3.5 x 2 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Bantal","Kloset Jongkok, K. Mandi Luar, Ember mandi","WiFi, R. Cuci, Penjaga Kos, R. Jemur, Jemuran, Pengurus Kos, Jual Makanan, K. Mandi Luar","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-muararajeun-lama-1-tipe-c-cibeunying-kaler-bandung-2?redirection_source=landing%20area,-6.885324407923888,107.62984740475447
Kost Chantika Marfalia Tipe Standard Regol Bandung,Campur,Rp750.000,750000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Cikawao (346 m), Circle K (630 m), Church of Isa Almasih (241 m), Bank BJB - Cabang Utama Bandung (912 m), Institut Seni Budaya Indonesia Bandung (2.5 km), RSU Bhayangkara Tk II Sartika Asih (3.2 km).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Guling, Bantal","Kloset Jongkok, K. Mandi Luar, Ember mandi",K. Mandi Luar,Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-chantika-marfalia-tipe-standard-regol-bandung-2?redirection_source=landing%20area,-6.940485098132224,107.61339036199097
Kost Sumarmo 13 Regol Bandung,Putri,Rp850.000,850000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Cikawao (349 m), Circle K (413 m), Church of Isa Almasih (178 m), Institut Seni Budaya Indonesia Bandung (2.3 km), RSU Bhayangkara Tk II Sartika Asih (2.9 km), Bandung Electronic Center (2.5 km).","3 x 3 meter, Termasuk listrik","Kasur, Lemari / Storage","K. Mandi Dalam, Kloset Jongkok","WiFi, Dapur",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-sumarmo-13-regol-bandung?redirection_source=landing%20area,-6.9380331788140435,107.61346462622184
Kost Ibu Tina Tipe B Cibeunying Kidul Bandung,Putri,Rp750.000,750000,Kecamatan Cibeunying Kidul,Cibeunying Kidul,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (3.1 km), Alfamart A Yani 419 (282 m), Masjid Pusdai (1.6 km), Bank Mandiri Bandung Priority Banking Soerapatti (2.5 km), Institut Teknologi Nasional Bandung (1.2 km), RS Umum Santo Yusup (625 m).","3 x 3 meter, Tidak termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Guling, Bantal, Wastafel","Kloset Jongkok, K. Mandi Luar, Wastafel, Ember mandi","WiFi, R. Cuci, R. Jemur, R. Santai, Dapur, Jemuran, Pengurus Kos, Rooftop, Balcon, K. Mandi Luar","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-ibu-tina-tipe-b-cibeunying-kidul-bandung-2?redirection_source=landing%20area,-6.897206884958117,107.6494578448959
Kost Nur Muhaji Tipe A Batununggal Bandung,Campur,Rp1.200.000,1200000,Batununggal,Batununggal,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (2.0 km), Alfamart (2.6 km), Masjid Al Jihad (264 m), Bank BJB - Cabang Utama Bandung (2.2 km), Institut Teknologi Nasional Bandung (2.4 km), RS Ibu dan Anak Al Islam (1.5 km).","4 x 4 meter, Tidak termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Guling, Bantal","K. Mandi Dalam, Kloset Duduk, Ember mandi","WiFi, Laundry, Penjaga Kos, Jemuran, Pengurus Kos, CCTV","Parkir Motor, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-nur-muhaji-tipe-a-batununggal-bandung-2?redirection_source=landing%20area,-6.929594143139692,107.6406458222413
Kost Akiel Tipe C Regol Bandung,Putri,Rp1.000.000,1000000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (930 m), Circle K (911 m), Church of Isa Almasih (740 m), Bank BJB - Cabang Utama Bandung (1.6 km), Universitas Islam Bandung (3.4 km), RS Mata Bandung Eye Center (1.7 km).","3 x 4 meter, Tidak termasuk listrik","Kasur, Meja, TV, Lemari / Storage, Ventilasi, Jendela, Guling, Bantal, Kursi","Kloset Duduk, K. Mandi Luar, Ember mandi, Shower","WiFi, Dispenser, Jemuran",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-akiel-tipe-c-regol-bandung-2?redirection_source=landing%20area,-6.940227581219851,107.61552954924134
